PMID	Year	Title	MeshTerm
29620207	2018	Calotropin regulates the apoptosis of non‑small cell cancer by regulating the cytotoxic T‑lymphocyte associated antigen 4‑mediated TGF‑β/ERK signaling pathway.	Animals,Apoptosis,CTLA-4 Antigen,Carcinoma, Non-Small-Cell Lung,Cardenolides,Cell Line, Tumor,Cell Movement,Cell Proliferation,Disease Models, Animal,Female,Gene Expression,Humans,Lung Neoplasms,MAP Kinase Signaling System,Mice,Transforming Growth Factor beta,Xenograft Model Antitumor Assays
29620208	2018	Dehydrocostus lactone suppresses cell growth and induces apoptosis in recombinant human papilloma virus‑18 HaCaT cells via the PI3K/Akt signaling pathway.	Apoptosis,Caspase 3,Caspase 9,Cell Cycle,Cell Proliferation,Cell Survival,Female,Human papillomavirus 18,Humans,Lactones,PTEN Phosphohydrolase,Papillomavirus Infections,Phosphatidylinositol 3-Kinase,Proto-Oncogene Proteins c-akt,Sesquiterpenes,Signal Transduction,Uterine Cervical Neoplasms
29622020	2018	Benefits, barriers and opinions on multidisciplinary team meetings: a survey in Swedish cancer care.	
26202007	2015	Predicting postoperative complications of inguinal lymph node dissection for penile cancer in an international multicentre cohort.	Adult,Aged,Aged, 80 and over,Analysis of Variance,Humans,Incidence,Lymph Node Excision,Male,Middle Aged,Penile Neoplasms,Postoperative Complications,Retrospective Studies,Young Adult
7472020	1980	Preoperative radiation and surgical treatment of stage II carcinoma of uterine cervix (author's transl).	Female,Follow-Up Studies,Humans,Postoperative Complications,Uterine Cervical Neoplasms
13320206	1956	A suggestion for a cytological test of cancer cure.	Female,Humans,Neoplasms,Suggestion,Uterine Neoplasms
13320207	1956	Radiation menopause or hysterectomy.  II.  Mortality, reliability and subsequent pelvic cancer.	Climacteric,Female,Humans,Hysterectomy,Menopause,Menorrhagia,Metrorrhagia,Pelvic Neoplasms,Radiation Effects,Reproducibility of Results,Uterus
5682020	1968	Principles of cancer therapy in internal medicine.	Humans,Medical Records,Neoplasms
5692020	1968	Case of jejunal cancer.	Adenocarcinoma, Papillary,Diagnosis, Differential,Female,Humans,Intestinal Neoplasms,Intestinal Obstruction,Jejunum,Middle Aged
28320200	2017	Clinical and Biological Features of Interval Colorectal Cancer.	
18202067	2008	Benign prostatic hyperplasia: The term BPH is misused.	Humans,Male,Prostatic Hyperplasia,Terminology as Topic
18302020	2009	Amenorrhea in premenopausal women on the doxorubicin-and-cyclophosphamide-followed-by-docetaxel arm of NSABP B-30 trial.	Adult,Amenorrhea,Antineoplastic Agents, Hormonal,Antineoplastic Combined Chemotherapy Protocols,Breast Neoplasms,Chemotherapy, Adjuvant,Cyclophosphamide,Docetaxel,Doxorubicin,Estrogen Receptor Modulators,Female,Humans,Middle Aged,Premenopause,Quality of Life,Reproductive History,Surveys and Questionnaires,Survival Rate,Tamoxifen,Taxoids,Young Adult
20201622	2008	Nocturia in Spanish patients with lower urinary tract symptoms suggestive of benign prostatic hyperplasia (LUTS/BPH).	Aged,Cross-Sectional Studies,Health Status Indicators,Health Surveys,Humans,Male,Middle Aged,Nocturia,Prevalence,Prostatic Hyperplasia,Quality of Life,Risk Factors,Spain,Surveys and Questionnaires
18202037	2008	National randomised controlled trial is needed.	Breast Neoplasms,Humans,Randomized Controlled Trials as Topic
23792130	2015	Re: Can magnetic resonance-ultrasound fusion biopsy improve cancer detection in enlarged prostates?: A. Walton Diaz, A. N. Hoang, B. Turkbey, C. W. Hong, H. Truong, T. Sterling, S. Rais-bahrami, M. M. Siddiqui, L. Stamatakis, S. Vourganti, J. Nix, J. Logan, C. Harris, M. Weintraub, C. Chua, M. J. Merino, P. Choyke, B. J. Wood and P. A. Pinto J Urol 2013; 190: 2020-2025.	Humans,Magnetic Resonance Imaging,Male,Multimodal Imaging,Prostatic Hyperplasia,Prostatic Neoplasms,Ultrasonography, Interventional
25585793	2014	Radiation therapy infrastructure and human resources in low- and middle-income countries: present status and projections for 2020. In regard to Datta et al.	Developing Countries,Forecasting,Health Services Needs and Demand,Humans,Neoplasms,Radiation Oncology
25585792	2014	Radiation therapy infrastructure and human resources in low- and middle-income countries: present status and projections for 2020. In reply to Sharma et al.	Developing Countries,Forecasting,Health Services Needs and Demand,Humans,Neoplasms,Radiation Oncology
16620202	2006	Effects of Lactobacillus strains on cancer cell proliferation and oxidative stress in vitro.	Antineoplastic Agents,Antioxidants,Apoptosis,Cell Line, Tumor,Cell Proliferation,Cell Survival,DNA Fragmentation,Humans,Lactobacillus,Lactobacillus acidophilus,Lactobacillus casei,Microscopy, Fluorescence,Oxidative Stress,Polysaccharides, Bacterial,Propidium,Staining and Labeling
27992020	2016	Emerging radiotherapy technology in a developing country: A single Brazilian institution assessment of stereotactic body radiotherapy application.	Aged,Brazil,Developing Countries,Female,Humans,Liver Neoplasms,Lung Neoplasms,Male,Neoplasm Metastasis,Neoplasms,Radiosurgery,Radiotherapy Dosage,Radiotherapy Planning, Computer-Assisted,Radiotherapy, Conformal,Radiotherapy, Intensity-Modulated,Retrospective Studies,Spinal Neoplasms,Survival Analysis,Time Factors
18820201	2008	Fine needle aspiration cytology in the investigation of breast lumps at the University Teaching Hospital in Lusaka, Zambia.	Adolescent,Adult,Biopsy, Needle,Breast,Breast Neoplasms,Female,Hospitals, Teaching,Humans,Middle Aged
15402020	1950	Area diagrams as a technic of psychotherapy in the treatment of warts of the hands in children.	Animals,Child,Hand,Humans,Psychotherapy,Thoracica,Warts
12368936	2002	Coeliac disease--has the time come for routine mass screening? In 2002--2010--2020?	Celiac Disease,Humans,Mass Screening,Time Factors
15222020	2004	Decreased reactive oxygen generation during H2O2 decomposition in the presence of samples from human rectal cancer.	Aged,Electron Spin Resonance Spectroscopy,Female,Humans,Hydrogen Peroxide,Intestinal Mucosa,Luminescent Measurements,Male,Middle Aged,Reactive Oxygen Species,Rectal Neoplasms,Spectrometry, Fluorescence,Superoxide Dismutase
692020	1978	Oxyphil-cell adenoma (oncocytoma) of the caruncle (author's transl).	Adenoma,Aged,Diagnosis, Differential,Eyelid Neoplasms,Female,Humans,Middle Aged
24558680	2013	Evolution of cancer management for Horizon 2020.	Forecasting,Government Programs,Humans,Medical Oncology,Neoplasms
8202001	1994	Free flaps in the aged and infirm.	Age Distribution,Age Factors,Aged,Aged, 80 and over,Follow-Up Studies,Frail Elderly,Humans,Incidence,Middle Aged,Neoplasms,Surgical Flaps,Treatment Failure,Wound Healing,Wounds and Injuries
8202031	1994	LCH-I: a randomized trial of etoposide vs. vinblastine in disseminated Langerhans cell histiocytosis. The Histiocyte Society.	Drug Administration Schedule,Etoposide,Histiocytosis, Langerhans-Cell,Humans,Leukemia,Methylprednisolone,Vinblastine
8202032	1994	Liver function studies in children with acute lymphocytic leukemia after cessation of therapy.	Adolescent,Adult,Alanine Transaminase,Antineoplastic Combined Chemotherapy Protocols,Asparaginase,Bile Acids and Salts,Chemical and Drug Induced Liver Injury,Child,Daunorubicin,Follow-Up Studies,Humans,Liver,Mercaptopurine,Methotrexate,Nervous System Neoplasms,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Prednisolone,Remission Induction,Vincristine
8202033	1994	Neuropsychological evaluation of children with intracranial tumors: impact of treatment modalities.	Adolescent,Analysis of Variance,Attention,Brain,Brain Damage, Chronic,Brain Neoplasms,Case-Control Studies,Child,Child, Preschool,Cognition,Cranial Irradiation,Cross-Sectional Studies,Dose-Response Relationship, Radiation,Humans,Intelligence,Linear Models,Memory,Mental Processes,Methotrexate,Neuropsychological Tests,Psychomotor Performance,Radiotherapy Dosage,Space Perception,Verbal Behavior
8202034	1994	Cytogenetic abnormalities of small round cell tumours.	Adolescent,Aneuploidy,Bone Marrow Diseases,Child,Child, Preschool,Chromosome Aberrations,Chromosomes, Human, Pair 11,Chromosomes, Human, Pair 13,Chromosomes, Human, Pair 2,Chromosomes, Human, Pair 22,Granular Cell Tumor,Humans,Infant,Karyotyping,Neuroblastoma,Neuroectodermal Tumors, Primitive, Peripheral,Rhabdomyosarcoma,Rhabdomyosarcoma, Alveolar,Rhabdomyosarcoma, Embryonal,Sarcoma, Ewing,Translocation, Genetic
8202035	1994	Negative 123-meta-iodobenzyl-guanidine imaging in Ewing's sarcoma of bone.	3-Iodobenzylguanidine,Acetabulum,Adolescent,Bone Neoplasms,Child,Child, Preschool,Female,Humans,Iodine Radioisotopes,Iodobenzenes,Male,Neuroectodermal Tumors,Radionuclide Imaging,Sarcoma, Ewing,Sympatholytics,Tibia
8202036	1994	Hormonal treatment in pregnancy: a possible risk factor for neuroblastoma.	20-alpha-Dihydroprogesterone,Bromocriptine,Chorionic Gonadotropin,Clomiphene,Female,Humans,Infant,Male,Neuroblastoma,Pregnancy,Pregnancy Complications,Pregnancy Trimester, First,Prenatal Exposure Delayed Effects,Progestins
8202037	1994	Acute tumour lysis syndrome complicating treatment of stage IVS neuroblastoma in infants under six months old.	Acute Disease,Adrenal Cortex Neoplasms,Antineoplastic Agents,Female,Humans,Infant,Infant, Newborn,Liver Neoplasms,Male,Neoplasm Staging,Neuroblastoma,Tumor Lysis Syndrome
8202038	1994	Hypertrophic pulmonary osteoarthropathy in a child with thymic carcinoma: an unusual presentation in childhood.	Adolescent,Carcinoma, Squamous Cell,Female,Humans,Lymphatic Metastasis,Mediastinal Neoplasms,Osteoarthropathy, Secondary Hypertrophic,Thymus Neoplasms
8202039	1994	Low grade malignant hemangioendothelioma of bone: a disease potentially curable with radiotherapy.	Bone Neoplasms,Female,Foot,Humans,Leg,Radiotherapy,Radiotherapy Dosage,Sarcoma, Ewing
8202040	1994	Primary cardiac angiosarcoma: a case report and review of therapeutic options.	Heart Atria,Heart Neoplasms,Hemangiosarcoma,Humans,Male,Middle Aged
8202041	1994	Isolated bone relapse during hematologic remission in childhood acute lymphoblastic leukemia: report of a metatarsal relapse and review of the literature.	Humans,Infant,Leukemic Infiltration,Male,Metatarsal Bones,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Recurrence,Remission Induction
8202042	1994	Late recurrent metastasis in Wilms' tumour.	Adult,Humans,Lung Neoplasms,Male,Remission Induction,Time Factors,Wilms Tumor
8202043	1994	Primary osteosarcoma of the cervical spine: a pediatric case report and review of the literature.	Cervical Vertebrae,Child, Preschool,Female,Humans,Osteosarcoma,Spinal Neoplasms
8202044	1994	Langerhans cell histiocytosis and etoposide: risks vs. benefits.	Child,Etoposide,Histiocytosis, Langerhans-Cell,Humans,Leukemia, Myeloid, Acute,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Risk Factors
8202046	1994	Acute leukemia in association with Langerhans cell histiocytosis.	Adolescent,Aged,Antineoplastic Combined Chemotherapy Protocols,Child,Child, Preschool,Cyclophosphamide,Etoposide,Female,Histiocytosis, Langerhans-Cell,Humans,Infant,Leukemia, Myeloid, Acute,Male,Methotrexate,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Registries,Retrospective Studies,Surveys and Questionnaires,Vinblastine,Vincristine
8202047	1994	Therapy-related acute myeloid leukemia following treatment with epipodophyllotoxins: estimating the risks.	Alkylating Agents,Cell Cycle,Child,Chromosomes, Human, Pair 11,Clinical Trials as Topic,Drug Administration Schedule,Humans,Leukemia, Monocytic, Acute,Leukemia, Myeloid, Acute,Leukemia, Myelomonocytic, Acute,Lymphoma, Non-Hodgkin,Neoplasms, Second Primary,Podophyllotoxin,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Prospective Studies,Risk Factors,Topoisomerase II Inhibitors,Translocation, Genetic
8202048	1994	Acute myeloid leukemia in patients treated for rhabdomyosarcoma with cyclophosphamide and low-dose etoposide on Intergroup Rhabdomyosarcoma Study III: an interim report.	Adolescent,Adult,Antineoplastic Combined Chemotherapy Protocols,Child,Child, Preschool,Combined Modality Therapy,Cyclophosphamide,Etoposide,Extremities,Family Health,Female,Humans,Infant,Leukemia, Monocytic, Acute,Leukemia, Myeloid, Acute,Leukemia, Myelomonocytic, Acute,Male,Meningeal Neoplasms,Myelodysplastic Syndromes,Neoplasms, Second Primary,Odds Ratio,Osteosarcoma,Rhabdomyosarcoma,Rhabdomyosarcoma, Alveolar,Rhabdomyosarcoma, Embryonal,Risk Factors,Spinal Neoplasms
8202095	1994	Long-term risk of breast cancer in women with fibroadenoma.	Adult,Breast Neoplasms,Cell Transformation, Neoplastic,Cohort Studies,Confidence Intervals,Female,Fibroadenoma,Fibrocystic Breast Disease,Follow-Up Studies,Humans,Middle Aged,Neoplasm Invasiveness,Retrospective Studies,Risk
15972020	2005	Radiation doses to staff involved in sentinel node operations for breast cancer.	Body Burden,Breast Neoplasms,Humans,Lymph Nodes,Lymphatic Metastasis,Nuclear Medicine,Occupational Exposure,Radiation Dosage,Radiation Monitoring,Radiation Protection,Radionuclide Imaging,Radiopharmaceuticals,Relative Biological Effectiveness,Risk Assessment,Risk Factors,Sentinel Lymph Node Biopsy,Technetium Tc 99m Aggregated Albumin
27020203	2016	Molecular subtyping of diffuse large B-cell lymphoma: update on biology, diagnosis and emerging platforms for practising pathologists.	Humans,Lymphoma, Large B-Cell, Diffuse,Molecular Diagnostic Techniques,Pathologists
27020204	2016	Associations between the IASLC/ATS/ERS lung adenocarcinoma classification and EGFR and KRAS mutations.	Adenocarcinoma,Adenocarcinoma of Lung,Adult,Aged,Aged, 80 and over,Asian Continental Ancestry Group,Australia,Cohort Studies,ErbB Receptors,European Continental Ancestry Group,Female,Humans,Lung Neoplasms,Male,Middle Aged,Mutation,Neoplasm Staging,Proto-Oncogene Proteins p21(ras),Societies, Medical,Survival Analysis,Young Adult
27020205	2016	Long term clinical follow-up of atypical ductal hyperplasia and lobular carcinoma in situ in breast core needle biopsies.	Adult,Aged,Aged, 80 and over,Biopsy, Large-Core Needle,Breast,Breast Carcinoma In Situ,Breast Neoplasms,Carcinoma, Intraductal, Noninfiltrating,Carcinoma, Lobular,Cohort Studies,Female,Follow-Up Studies,Humans,Hyperplasia,Middle Aged
27020207	2016	EGFR, COX2, p-AKT expression and PIK3CA mutation in distal extrahepatic bile duct carcinoma.	Bile Duct Neoplasms,Bile Ducts, Extrahepatic,Class I Phosphatidylinositol 3-Kinases,Cyclooxygenase 2,ErbB Receptors,Female,Follow-Up Studies,Humans,Immunohistochemistry,Male,Middle Aged,Mutation,Prognosis,Proto-Oncogene Proteins c-akt,Survival Analysis
27020208	2016	Renal oncocytosis: a clinicopathological and cytogenetic study of 42 tumours occurring in 11 patients.	Adenoma, Oxyphilic,Adult,Aged,Aged, 80 and over,Angiomyolipoma,Carcinoma, Renal Cell,DNA Copy Number Variations,Female,Humans,In Situ Hybridization, Fluorescence,Kidney,Kidney Neoplasms,Male,Middle Aged,Retrospective Studies
27020209	2016	Congenital mesoblastic nephroma: a study of 19 cases using immunohistochemistry and ETV6-NTRK3 fusion gene rearrangement.	Cyclin D1,Female,Fibrosarcoma,Gene Rearrangement,Humans,Immunohistochemistry,In Situ Hybridization, Fluorescence,Infant,Infant, Newborn,Kidney Neoplasms,Male,Nephroma, Mesoblastic,Oncogene Proteins, Fusion,Soft Tissue Neoplasms,beta Catenin
23020200	2013	Diffuse CK7, CAM5.2 and BerEP4 positivity in pagetoid squamous cell carcinoma in situ (pagetoid Bowen's disease) of the perianal region: a mimic of extramammary Paget's disease.	Aged,Biomarkers,Biomarkers, Tumor,Bowen's Disease,Diagnosis, Differential,Female,Humans,Immunohistochemistry,Keratin-7,Keratins,Neoplasms, Second Primary,Paget Disease, Extramammary,Skin Neoplasms,Vulvar Neoplasms
23020208	2012	Single-fraction stereotactic body radiotherapy for spinal metastases from renal cell carcinoma.	Adult,Aged,Aged, 80 and over,Carcinoma, Renal Cell,Disease Progression,Female,Follow-Up Studies,Humans,Kidney Neoplasms,Male,Middle Aged,Radiosurgery,Retrospective Studies,Spinal Neoplasms,Treatment Outcome
23042020	2013	Cyclophosphamide and topotecan as first-line salvage therapy in patients with relapsed ewing sarcoma at a single institution.	Adolescent,Antineoplastic Combined Chemotherapy Protocols,Bone Neoplasms,Child,Child, Preschool,Cyclophosphamide,Female,Humans,Male,Neoplasm Recurrence, Local,Retrospective Studies,Salvage Therapy,Sarcoma, Ewing,Topotecan,Treatment Outcome,Young Adult
2520203	1989	Mathematical models of tumor growth. IV. Effects of a necrotic core.	Diffusion,Growth Inhibitors,Mathematics,Models, Biological,Necrosis,Neoplasms
2520208	1989	Cancer chemotherapy with immunostimulation: a nonhomogeneous stochastic model for drug resistance. I. One drug case.	Adjuvants, Immunologic,Antineoplastic Agents,Cell Death,Drug Resistance,Models, Biological,Neoplasms,Probability,Stochastic Processes
2542020	1989	Continued expression of HPV-16 E7 protein is required for maintenance of the transformed phenotype of cells co-transformed by HPV-16 plus EJ-ras.	Animals,Cells, Cultured,Female,Gene Expression Regulation,Genes, Viral,Genes, ras,Humans,Oncogene Proteins, Viral,Papillomaviridae,Papillomavirus E7 Proteins,Phenotype,Transformation, Genetic,Uterine Cervical Neoplasms
6120206	1981	Catalytic concentration, multiple forms, and lectin affinity of microsomal enzymes from human tissues: lectins as reagents, II (author's transl).	Alkaline Phosphatase,Aminopeptidases,Carboxylic Ester Hydrolases,Cholinesterases,Humans,Hydrolases,Intestinal Mucosa,Isoenzymes,Jejunum,Kidney,Lectins,Liver Neoplasms,Microsomes,Microsomes, Liver,Pancreas,gamma-Glutamyltransferase
4942020	1971	Recurrence of proptosis caused by a second orbital tumour of different pathology.	Carcinoma, Papillary,Exophthalmos,Hemangioma,Hemangioma, Cavernous,Lymphoma, Large B-Cell, Diffuse,Maxillary Neoplasms,Maxillary Sinus,Neoplasms, Multiple Primary,Orbital Neoplasms,Radiography,Recurrence
3802020	1987	The value of splenectomy in chronic lymphocytic leukemia.	Adult,Aged,Aged, 80 and over,Female,Hemoglobins,Humans,Leukemia, Lymphoid,Male,Middle Aged,Splenectomy,Thrombocytopenia
5320204	1965	Surgical treatment of cancer of the lower lip.	Humans,Lip Neoplasms,Surgery, Plastic,Suture Techniques
5320205	1965	Use of free skin grafts in the treatment of extensive pigmented nevi of the face.	Adolescent,Facial Neoplasms,Female,Humans,Nevus, Pigmented,Skin Transplantation
2152020	1990	Adrenal histoplasmosis in Cushing's syndrome with bilateral adrenocortical nodular hyperplasia.	Adrenal Gland Diseases,Adrenal Glands,Adrenalectomy,Cushing Syndrome,Histoplasmosis,Humans,Hyperplasia,Male,Middle Aged
25372020	2014	Mer590, a novel monoclonal antibody targeting MER receptor tyrosine kinase, decreases colony formation and increases chemosensitivity in non-small cell lung cancer.	Antibodies, Monoclonal,Apoptosis,Carboplatin,Carcinoma, Non-Small-Cell Lung,Cell Line, Tumor,Down-Regulation,Drug Resistance,Drug Synergism,Gene Expression Regulation, Neoplastic,Humans,Lung Neoplasms,Mitogen-Activated Protein Kinase 1,Mitogen-Activated Protein Kinase 3,Molecular Targeted Therapy,Oncogene Protein v-akt,Protein Kinase Inhibitors,Proto-Oncogene Proteins,RNA, Small Interfering,Receptor Protein-Tyrosine Kinases,STAT6 Transcription Factor,Signal Transduction,Tumor Stem Cell Assay,c-Mer Tyrosine Kinase
21692020	2012	Surgical resection of thymoma still represents the first choice of treatment.	Adult,Aged,Aged, 80 and over,Disease-Free Survival,Female,Germany,Humans,Kaplan-Meier Estimate,Male,Middle Aged,Myasthenia Gravis,Neoplasm Recurrence, Local,Proportional Hazards Models,Retrospective Studies,Risk Assessment,Risk Factors,Thymectomy,Thymoma,Thymus Neoplasms,Time Factors,Treatment Outcome
20207606	2011	Waterpipe smoking, oral cancer and other oral health effects.	
21712020	2011	Aging, immunity, and cancer.	Aging,Animals,Humans,Immunity,Models, Theoretical,Neoplasms
22852020	2012	HCV and lymphoproliferation.	Animals,B-Lymphocytes,Carcinoma, Hepatocellular,Cell Proliferation,Hepacivirus,Hepatitis C,Humans,Liver,Liver Neoplasms,Lymphocyte Activation,Lymphoma,Lymphoproliferative Disorders
21020203	1946	Fibrosarcoma protuberans arising on an old burn scar.	Burns,Cicatrix,Fibrosarcoma,Humans,Neoplasms,Sarcoma
21020205	1946	Abdominopelvic sympathectomy for relief of pain of cancer of the cervix.	Female,Humans,Neoplasms,Pain,Sympathectomy,Uterine Cervical Neoplasms,Uterine Neoplasms
21022020	1946	Intraductal biopsy of certain pathological processes of the breast.	Biopsy,Breast,Breast Neoplasms,Humans
22362020	2012	Immunogold labeling-induced synergy effect for amplified photoelectrochemical immunoassay of prostate-specific antigen.	Antibodies,Electrochemical Techniques,Electrodes,Gold,Humans,Immunoassay,Male,Prostate-Specific Antigen,Prostatic Neoplasms,Quantum Dots
27557381	2016	Estimating the indirect costs associated with the expected number of cancer cases in Mexico by 2020.	Adolescent,Adult,Caregivers,Cost of Illness,Female,Forecasting,Health Care Costs,Health Expenditures,Humans,Income,Life Expectancy,Male,Mexico,Middle Aged,Neoplasms,Pensions,Young Adult
27577793	2016	UK Guarantees Scientific Funding through 2020.	Biomedical Research,European Union,Financing, Government,Humans,Neoplasms,Research Personnel,United Kingdom,Universities
13112020	1953	Diagnostic difficulty in case of gastric cancer and fixed neurosyphilis.	Humans,Neurosyphilis,Stomach Neoplasms
13120207	1953	Case of encephalopathy and porencephaly with irregular temperature.	Body Temperature,Brain,Brain Diseases,Brain Neoplasms,Central Nervous System Cysts,Humans,Porencephaly,Temperature
28860431	2017	Survivor support by Pancreatic Cancer Action Network Japan - Double Survivors by 2020.	Delivery of Health Care,Humans,Japan,Pancreatic Neoplasms,Prognosis,Radiosurgery,Social Support,Survivors
20207840	2010	T-cell/histiocyte-rich large B-cell lymphoma shows transcriptional features suggestive of a tolerogenic host immune response.	Adolescent,Adult,Aged,Biomarkers, Tumor,Child,Female,Gene Expression Profiling,Histiocytes,Hodgkin Disease,Humans,Immunity, Innate,Immunoenzyme Techniques,Lymphoma, Large B-Cell, Diffuse,Male,Middle Aged,Oligonucleotide Array Sequence Analysis,RNA, Messenger,Reverse Transcriptase Polymerase Chain Reaction,T-Lymphocytes,Young Adult
20202606	2009	Neurocognition in patients with brain metastases treated with radiosurgery or radiosurgery plus whole-brain irradiation: a randomised controlled trial.	Adult,Aged,Aged, 80 and over,Bayes Theorem,Brain Neoplasms,Cognition,Cranial Irradiation,Female,Humans,Kaplan-Meier Estimate,Male,Memory,Middle Aged,Neuropsychological Tests,Patient Selection,Proportional Hazards Models,Radiation Injuries,Radiosurgery,Radiotherapy, Adjuvant,Risk Assessment,Salvage Therapy,Time Factors,Treatment Outcome,Verbal Learning
14172020	1964	PLASMA PEPSINOGEN: NORMAL AND ABNORMAL SECRETION. ARRIS AND GALE LECTURE DELIVERED AT THE ROYAL COLLEGE OF SURGEONS OF ENGLAND ON 3RD DECEMBER 1963.	Anemia,Anemia, Pernicious,Blood Proteins,Diagnosis, Differential,Duodenal Ulcer,England,Enzymes,Gastrectomy,Gastritis,Histamine,Humans,Hypertension,Hypertension, Portal,Insulin,Pathology,Pepsin A,Pepsinogen A,Pepsinogens,Physiology,Polycythemia,Stomach Neoplasms,Stomach Ulcer,Surgeons,Uremia
26160436	2015	Worldwide Burden of Gastric Cancer Attributable to Tobacco Smoking in 2012 and Predictions for 2020.	Community Health Planning,Cost of Illness,Female,Global Health,Humans,Incidence,Male,Prevalence,Risk Factors,Smoking,Stomach Neoplasms
29504606	2018	CTD-2020K17.1, a Novel Long Non-Coding RNA, Promotes Migration, Invasion, and Proliferation of Serous Ovarian Cancer Cells In Vitro.	Carcinoma, Ovarian Epithelial,Cell Line, Tumor,Cell Movement,Cell Proliferation,Cystadenocarcinoma, Serous,Female,Humans,Neoplasm Invasiveness,Neoplasms, Glandular and Epithelial,Ovarian Neoplasms,RNA, Long Noncoding,Up-Regulation
5742020	1968	Clinical complex of precocious puberty, acromegalic-like macrosomy with obesity and severe mental retardation, caused by cortico-hypothalamic encephalopathy of obstetrical nature in an adolescent girl.	Acromegaly,Adolescent,Birth Injuries,Brain Damage, Chronic,Female,Humans,Hypothalamo-Hypophyseal System,Intellectual Disability,Obesity,Puberty, Precocious
5752020	1968	Genetics of leukemia: epidemiologic aspects.	Child,Child, Preschool,Chromosomes,Diseases in Twins,Humans,Leukemia
1652020	1991	Arocalciferols: synthesis and biological evaluation of aromatic side-chain analogues of 1 alpha,25-dihydroxyvitamin D3(1a).	Animals,Binding, Competitive,Calcitriol,Cell Differentiation,Cell Division,Chemical Phenomena,Chemistry,Chickens,Humans,Intestinal Mucosa,Leukemia, Promyelocytic, Acute,Molecular Conformation,Molecular Structure,Receptors, Calcitriol,Receptors, Steroid,Structure-Activity Relationship,Tumor Cells, Cultured,Vitamin D-Binding Protein
26320204	2015	Motor network efficiency and disability in multiple sclerosis.	Adult,Brain,Diffusion Tensor Imaging,Female,Humans,Magnetic Resonance Imaging,Male,Middle Aged,Motor Activity,Multiple Sclerosis, Relapsing-Remitting,Nerve Net,Severity of Illness Index
26322020	2015	RXFP1 is Targeted by Complement C1q Tumor Necrosis Factor-Related Factor 8 in Brain Cancer.	
16702020	2006	Caveolin-1 up-regulates CD147 glycosylation and the invasive capability of murine hepatocarcinoma cell lines.	Animals,Basigin,Caveolin 1,Cell Line, Tumor,Glycosylation,Liver Neoplasms, Experimental,Matrix Metalloproteinase 11,Metalloendopeptidases,Mice,Neoplasm Invasiveness,Up-Regulation
16720200	2006	Beyond detectable minimal residual disease in chronic lymphocytic leukemia.	Alemtuzumab,Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Antibodies, Monoclonal, Murine-Derived,Antibodies, Neoplasm,Antineoplastic Agents,Biomarkers, Tumor,Humans,Leukemia, Lymphocytic, Chronic, B-Cell,Neoplasm, Residual,Prognosis,Rituximab
16720201	2006	Strategies in the management of alemtuzumab-related side effects.	Alemtuzumab,Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Antibodies, Neoplasm,Antineoplastic Agents,Bacterial Infections,Drug Eruptions,Humans,Immunosuppression,Leukemia, Lymphocytic, Chronic, B-Cell,Neutropenia,T-Lymphocytes,Virus Diseases
16720202	2006	The role of alemtuzumab in nonmyeloablative hematopoietic transplantation.	Alemtuzumab,Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Antibodies, Neoplasm,Antineoplastic Agents,Graft vs Host Disease,Graft vs Leukemia Effect,Hematopoietic Stem Cell Transplantation,Humans,Leukemia, Lymphocytic, Chronic, B-Cell,Lymphocyte Depletion,T-Lymphocytes,Transplantation Conditioning
16720203	2006	The role of alemtuzumab in the management of T-cell malignancies.	Alemtuzumab,Animals,Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Antibodies, Neoplasm,Antineoplastic Agents,Antineoplastic Combined Chemotherapy Protocols,Humans,Leukemia, T-Cell,Lymphoma, T-Cell,Neoadjuvant Therapy,Remission Induction,Stem Cell Transplantation,Survival Rate
16720206	2006	Mechanisms of antibody immunotherapy on clonal islet reactive T cells.	Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Antilymphocyte Serum,Apoptosis,CD3 Complex,Cell Proliferation,Clone Cells,Cytokines,Daclizumab,Diabetes Mellitus, Type 1,Glutamate Decarboxylase,Humans,Immunization, Passive,Immunoglobulin G,Isoenzymes,Lymphocyte Activation,T-Lymphocytes
16720209	2006	Detection of CD8+ T cells sensitized to BK virus large T antigen in healthy volunteers and kidney transplant recipients.	Adult,Amino Acid Sequence,Antigens, Polyomavirus Transforming,Antigens, Viral, Tumor,BK Virus,CD8-Positive T-Lymphocytes,Female,Humans,Immunologic Memory,Interferon-gamma,Kidney Transplantation,Male,Middle Aged,Molecular Sequence Data,Monitoring, Immunologic,Peptides,Polyomavirus Infections,Tumor Virus Infections
20204119	2010	Correspondence (letter to the editor): Radical surgery.	Breast Neoplasms,Female,Germany,Humans,Lymph Node Excision,Mastectomy, Radical,Mastectomy, Segmental,Neoplasm Recurrence, Local,Treatment Outcome
